video_id,category,subcategory,watched_on,channel,duration
tT63kcEnYfE,Music,other,2024-07-13T10:01:28.572Z,Mick C - Topic,0.04055555555555555
oINaWiodTgE,Gaming,strategy,2024-07-13T00:43:41.926Z,Dankus Memecus,0.3625
45SP4O2PcJs,Music,other,2024-07-13T00:35:33.970Z,Nuclear Blast Records,0.07888888888888888
DSZShpHrux4,Education,finance_market,2024-02-17T14:13:04.392Z,Yatırım 101,0.43583333333333335
4BbTC6nf9_E,Education,financial_education,2024-07-12T20:53:59.680Z,Yatırım 101,0.29388888888888887
dJCHsaIJS7w,Education,financial_education,2024-07-12T20:51:49.856Z,Yatırım 101,0.07194444444444445
QE_nF5u57jY,Education,other_education,2024-07-12T20:48:26.286Z,Yatırım 101,0.04611111111111111
YfvWCgXPiyc,Education,financial_education,2024-07-12T20:45:58.808Z,Yatırım 101,0.08194444444444444
HhUfIlYWKxU,Education,financial_education,2024-07-12T20:44:30.066Z,Yatırım 101,0.049166666666666664
0afZkNDbeLI,Education,other_education,2024-07-12T20:38:16.313Z,Yatırım 101,0.12333333333333334
Sxhc6KHH0L4,Education,other_education,2024-07-12T20:35:13.042Z,Yatırım 101,0.09083333333333334
5Kx76Qz4yIc,Education,other_education,2024-07-12T20:28:34.772Z,Yatırım 101,0.14666666666666667
RF7ryz1AMPg,Education,other_education,2024-07-12T20:27:02.932Z,Yatırım 101,0.051111111111111114
LGYpx67J8sk,Education,other_education,2024-07-12T20:26:09.068Z,Yatırım 101,0.03
TMCJ2Tp1NP4,Education,other_education,2024-07-12T20:25:16.541Z,Yatırım 101,0.029166666666666667
2CLTrD6x3_0,Education,other_education,2024-07-12T20:21:23Z,Yatırım 101,0.12416666666666666
WmiB6SI0W24,Education,other_education,2024-07-12T20:18:41.017Z,Yatırım 101,0.07805555555555556
P9nd9R4J5-c,Education,other_education,2024-07-12T20:17:10.722Z,Yatırım 101,0.050277777777777775
noL1Lu632ag,Education,other_education,2024-07-12T20:15:16.195Z,Yatırım 101,0.0636111111111111
FYEB-MAD110,Education,other_education,2024-07-12T20:13:04.034Z,Yatırım 101,0.07
BYbIlddCC1c,Education,financial_education,2024-07-12T16:01:30.923Z,Yatırım 101,0.03722222222222222
xJtFvtxh7DM,Education,other_education,2024-07-12T16:00:08.543Z,Yatırım 101,0.04583333333333333
GerlkBoyUHY,Education,other_education,2024-07-12T15:59:11.304Z,Yatırım 101,0.03166666666666667
ovBV69AgqS0,Education,other_education,2024-07-12T15:57:30.018Z,Yatırım 101,0.050555555555555555
_ziTvU1ZSvA,Education,other_education,2024-07-12T15:53:42.369Z,Yatırım 101,0.12638888888888888
q4jWKelo4rk,Education,other_education,2024-07-09T23:35:26.902Z,Yatırım 101,0.2688888888888889
bV_NdUZEmnE,People & Blogs,personal_vlogs,2024-07-12T15:40:28.089Z,Niklas Christl,0.40305555555555556
M0dAK6IQsSk,Education,programming,2024-07-12T15:29:11.459Z,Iman Gadzhi,0.23027777777777778
YPoM11khGac,Education,other_education,2024-07-12T15:26:35.742Z,Psych2Go,0.08861111111111111
cUS8zuoOp3g,Education,programming,2024-07-12T15:24:56.931Z,Psych2Go,0.01611111111111111
qgNOo4kVhxw,Education,finance_market,2024-07-12T15:10:47.635Z,Yatırım 101,0.14527777777777778
H4JPPKo7OWY,Entertainment,other_entertainment,2024-07-12T10:10:06.897Z,KingTheodore,0.16777777777777778
roFk7jsuLKI,Gaming,minecraft,2024-07-12T09:48:58.726Z,Adal,0.21805555555555556
3zDjAtG_y5A,Music,other,2023-02-22T12:01:58.655Z,SleepTokenVEVO,0.09444444444444444
nVE1ziLuSNg,Music,other,2023-04-04T20:34:23.061Z,SleepTokenVEVO,0.06583333333333333
5kBcNQBloak,Gaming,strategy,2024-07-11T22:21:24.103Z,iSorrowproductions,0.29583333333333334
1pkl0XMRMjk,People & Blogs,personal_vlogs,2024-07-11T22:19:58.444Z,disguisetoken,0.24666666666666667
db1rnzW_DOc,Music,other,2024-07-11T21:28:02.684Z,Ayden Augustine,0.011666666666666667
KMdLBqym-as,Education,finance_market,2024-07-11T20:19:01.470Z,FIN[SYS],0.7169444444444445
90UBa3pxsH8,Education,finance_market,2024-07-11T15:33:08.984Z,Yatırım 101,0.21861111111111112
8RYADlZuwNE,Sports,other,2024-07-11T15:19:16.122Z,Jonathan Male Jordao,0.0016666666666666668
MI-kU88Xekc,Education,finance_market,2024-07-11T12:27:42.968Z,Yatırım 101,0.006111111111111111
HfIDdesISP4,Music,other,2024-07-10T16:57:27.284Z,Rayactions,0.21138888888888888
Vo2taW00aME,Music,other,2024-03-25T22:30:40.287Z,FirstRowConcert,0.07194444444444445
mfdS_yzn2Bg,Education,exam_prep,2024-07-10T09:50:05.710Z,Psych2Go,0.08777777777777777
7IcYAGAm6P8,Music,other,2024-07-10T08:42:03.256Z,GracieAbramsVEVO,0.0675
XdXL-ih6d2k,People & Blogs,other_people_blogs,2024-07-10T08:41:10.959Z,Worship Maggots,0.025555555555555557
2cMf_qPAjpo,People & Blogs,other_people_blogs,2024-07-10T08:40:37.601Z,cyber,0.04055555555555555
Bj0-p5-2GRo,People & Blogs,other_people_blogs,2024-07-10T01:58:10.450Z,UNSATISFIED - Ege Fitness,0.3080555555555556
0eHtYWs__38,Education,other_education,2024-07-10T01:56:27.289Z,Jak Piggott,0.17305555555555555
uNWy_PB_uuk,Education,other_education,2024-07-09T23:32:12.463Z,Yatırım 101,0.10805555555555556
ZqOkHF96CW8,Education,other_education,2024-07-09T23:27:07.742Z,Yatırım 101,0.1363888888888889
SRw0hTnMN0U,Education,other_education,2024-07-09T23:21:45.073Z,Yatırım 101,0.15944444444444444
Ko9TZj5NsAY,Education,financial_education,2024-07-09T23:17:50.919Z,Yatırım 101,0.12027777777777778
3qpBUsT6mkQ,Education,financial_education,2024-07-09T23:15:41.555Z,Yatırım 101,0.06638888888888889
HRhfojKah9E,Education,finance_market,2024-07-09T23:10:21.983Z,Yatırım 101,0.15944444444444444
KWD1hffHYCs,People & Blogs,other_people_blogs,2024-07-09T15:06:57.148Z,Cem Işık,1.6975
cLdkQlNoAWM,Music,other,2024-07-09T12:53:07.512Z,Two Door Cinema Club - Topic,0.058055555555555555
77v8IvPGVMk,Education,finance_market,2024-07-09T00:18:08.776Z,Yatırım 101,0.24
QN574SUEP2I,Education,exam_prep,2024-07-08T17:30:22.281Z,freeCodeCamp.org,0.0
uuvL3_MTioI,People & Blogs,other_people_blogs,2024-07-08T14:35:18.874Z,saltuk beyli,0.015555555555555555
eLUTQqNq1M0,People & Blogs,other_people_blogs,2024-07-08T14:34:48.511Z,saltuk beyli,0.009722222222222222
YOOhM6E32TQ,People & Blogs,other_people_blogs,2024-07-08T14:03:56.006Z,saltuk beyli,0.04055555555555555
A6OBCpsWFjc,People & Blogs,other_people_blogs,2024-07-08T14:03:23.548Z,saltuk beyli,0.03722222222222222
a_iQb1lnAEQ,Education,programming,2024-07-08T13:07:22.057Z,freeCodeCamp.org,5.362222222222222
d6R-ZjEgnlo,Music,other,2024-01-01T23:13:30.602Z,riserecords,0.058055555555555555
G-wh8IXHjLE,Education,finance_market,2024-07-07T23:26:50.647Z,FIN[SYS],0.7744444444444445
BGlqRct6Xxg,Entertainment,shorts,2024-07-07T22:43:11.906Z,PewDiePie Highlights,0.01138888888888889
9HabyEoLBGs,Education,other_education,2024-07-07T22:12:50.663Z,Psych2Go,0.11694444444444445
f-Zc2cDDyVo,Howto & Style,other,2024-07-07T22:12:04.929Z,Cakanı Sat,0.06222222222222222
BuAaed0Vb5M,Film & Animation,other,2024-07-07T21:33:18.095Z,mael7stn ,0.06194444444444445
W57URVjTfDs,People & Blogs,other_people_blogs,2024-07-07T12:47:05.617Z,CodeWithARB,0.24388888888888888
-VU9IWlju8I,Education,finance_market,2024-07-07T10:12:46.095Z,Yatırım 101,0.435
LZVr9jZH-Ms,Gaming,fps,2024-07-07T09:45:31.372Z,SkinsMonkey,0.008055555555555555
LWvW6O1UzB0,Gaming,strategy,2024-07-06T22:49:57.661Z,iSorrowproductions,0.3030555555555556
8u6pr9VIj4c,Gaming,strategy,2024-07-01T02:03:16.464Z,Taureor,0.9980555555555556
pokcMU46GBE,Gaming,strategy,2024-07-06T15:02:15.083Z,TommyKay,0.4713888888888889
BIsw0_Ff_fA,Comedy,other,2024-07-06T14:54:28.903Z,LaScorpious,0.18777777777777777
KfBqjlwlBbg,Gaming,other_gaming,2024-07-06T11:23:09.189Z,Legit Burger,0.5163888888888889
NfL-M_3q1Ek,Entertainment,other_entertainment,2024-07-06T11:13:41.943Z,Porçay,0.15666666666666668
6KFWYPTUgCU,Gaming,strategy,2024-07-05T23:35:10.422Z,Taureor,0.9627777777777777
vo-hGBxK5K8,Entertainment,other_entertainment,2024-07-05T14:54:38.935Z,PyroLIVE,0.1363888888888889
OJhbbY_R3Yo,People & Blogs,other_people_blogs,2024-07-05T14:53:56.217Z,Toady Today,0.004166666666666667
5C2Fv_EeiuA,Gaming,other_gaming,2024-07-05T14:53:26.949Z,Cryptic,0.006111111111111111
7CJOibkUHV8,Gaming,streaming,2024-07-05T14:22:16.951Z,Bokoen1,0.165
rHrifFPh7rk,Music,other,2024-07-05T10:16:27.911Z,Nate C. Concerts,1.5266666666666666
MXIWir0dxjo,Music,other,2024-07-02T16:03:28.950Z,Metallica,0.09111111111111111
XD_AMQ3e7t0,Education,finance_market,2024-07-05T10:05:01.910Z,Yatırım 101,0.17222222222222222
UtgV69LAAQA,Howto & Style,other,2024-07-05T03:06:19.851Z,Sunny Health & Fitness,0.10222222222222223
OVpgAHzFGsw,Education,finance_market,2024-07-05T00:43:35.711Z,FIN[SYS],1.028888888888889
Yeru7E1zYYY,Entertainment,other_entertainment,2024-07-05T00:04:45.509Z,Porçay,0.24666666666666667
Q1hCIciMlbI,Education,finance_market,2024-07-04T20:33:45.025Z,Yatırım 101,0.16027777777777777
IZ-nMS1qIBQ,People & Blogs,other_people_blogs,2024-07-04T13:51:44.448Z,Cem Işık,1.7583333333333333
ZFxCBnPnwo0,Music,other,2024-07-04T00:19:31.772Z,irida sp,0.07277777777777777
HoQhw6_1NAA,Education,other_education,2024-07-03T20:07:22.839Z,The Cherno,0.3408333333333333
KXwRt7og0gI,Education,other_education,2024-07-03T19:53:29.330Z,The Cherno,0.3611111111111111
28r412KFhG4,Education,programming,2024-07-03T18:55:16.388Z,Alex The Analyst,0.028055555555555556
rGx1QNdYzvs,Education,programming,2024-07-03T18:54:37.484Z,Alex The Analyst,0.11444444444444445
UCbTT99lzvs,Gaming,strategy,2024-07-03T15:07:41.797Z,Bokoen1,0.1686111111111111
eKacED-1D3E,Education,financial_education,2024-07-03T14:53:18.044Z,Yatırım 101,0.043333333333333335
uf-_s4rmzEU,Education,finance_market,2024-07-03T14:45:43.541Z,Yatırım 101,0.18694444444444444
a5m7eKJa6IU,Education,other_education,2023-09-13T11:29:54.164Z,Yatırım 101,0.03305555555555555
Bk5iA5jXO2Y,People & Blogs,other_people_blogs,2024-07-03T14:40:38.819Z,Cem Işık,1.701111111111111
N3G4pwoPjB0,People & Blogs,other_people_blogs,2024-07-03T14:40:37.784Z,Cem Işık,0.31055555555555553
-MraUWcGNik,People & Blogs,other_people_blogs,2024-07-03T09:11:15.184Z,Ersoy köse,0.017777777777777778
8UlLgOf20Ho,Science & Technology,other,2024-07-03T01:12:36.280Z,A Dev' Story,0.13
KJgsSFOSQv0,Education,exam_prep,2023-08-22T13:39:42.588Z,freeCodeCamp.org,3.770277777777778
ix5jPkxsr7M,Education,exam_prep,2024-07-03T00:49:07.021Z,freeCodeCamp.org,2.221388888888889
i_Iq4_Kd7Rc,Education,programming,2024-07-03T00:49:02.648Z,freeCodeCamp.org,5.063055555555556
ozdR21PQZSY,Education,programming,2023-09-12T11:07:27.222Z,freeCodeCamp.org,0.03166666666666667
ldnM8vTpP8s,Education,finance_market,2024-07-02T18:34:04.184Z,Yatırım 101,0.5577777777777778
idLWNfEIp74,Sports,other,2024-07-02T22:06:21.330Z,TRT SPOR,0.14305555555555555
tqeMkEGwolA,Entertainment,other_entertainment,2024-07-02T18:33:57.322Z,DesmondCONTEXT,0.43722222222222223
Dkh5tTL_ul4,People & Blogs,other_people_blogs,2024-07-02T14:29:22.404Z,Cem Işık,1.5402777777777779
CJjrFJ73k8o,Music,other,2024-07-01T23:55:34.925Z,Arcade Edits,0.08083333333333333
NntJEbZUJyk,People & Blogs,other_people_blogs,2023-03-29T16:27:26.637Z,Vickz & Gigs.,0.07833333333333334
y-n-2gN5rew,People & Blogs,other_people_blogs,2024-07-01T23:53:29.191Z,Vickz & Gigs.,0.06
8ZHaPhdcJYA,People & Blogs,other_people_blogs,2024-01-15T16:06:40.960Z,Vickz & Gigs.,0.04472222222222222
MJmvSVeH7WM,People & Blogs,other_people_blogs,2024-04-11T23:09:13.910Z,Vickz & Gigs.,0.05333333333333334
XqLU4fGszh4,Gaming,streaming,2024-07-01T21:15:00.544Z,Burak Oyunda,0.8047222222222222
X5XTIqATpTI,Education,finance_market,2024-07-01T17:58:10.909Z,Yatırım 101,0.22166666666666668
7pxFy5Uu6MQ,People & Blogs,tech_reviews,2024-07-01T16:57:43.867Z,Luciano Films,0.016666666666666666
4YVkH2YiaRE,Entertainment,comedy,2024-07-01T16:57:25.819Z,CrazyXspark,0.0044444444444444444
5ol0DNoQI5Q,Gaming,minecraft,2024-07-01T09:38:07.588Z,Adal,0.34305555555555556
3_MLGKMhZXQ,Sports,other,2024-07-01T09:26:48.260Z,TRT SPOR,0.15666666666666668
4wOsiM2T_xc,Music,other,2024-07-01T09:13:04.419Z,Taylor Swift,0.0525
1keFxXCSloQ,Education,finance_market,2024-06-30T17:23:08.838Z,Yatırım 101,0.4261111111111111
dO1R9iQdrmY,Education,finance_market,2024-06-30T17:02:27.694Z,Yatırım 101,0.17472222222222222
mFG4TQdOYtU,Gaming,minecraft,2024-06-30T15:22:44.161Z,BudgetMC,0.38166666666666665
NtHHgj70VmM,Gaming,minecraft,2024-06-30T08:43:59.932Z,RayGloom Creepypasta,0.7205555555555555
a4-zvWH1_h4,News & Politics,other,2024-06-30T08:43:07.095Z,Mert Başaran,0.9991666666666666
xKdzzF9Zh-o,News & Politics,other,2024-06-29T21:52:37.535Z,Mert Başaran,0.08388888888888889
GMKlJDukvzo,News & Politics,other,2024-06-29T17:48:56.054Z,Mert Başaran,0.3047222222222222
af45bc5ik0Y,News & Politics,other,2024-06-29T17:41:44.452Z,Mert Başaran,0.41333333333333333
IFXeoxkkuz0,Education,other_education,2024-06-29T16:29:11.584Z,Yatırım 101,0.15194444444444444
Aygrex9GGvw,Education,other_education,2024-06-29T16:24:36.950Z,Yatırım 101,0.15083333333333335
MLySN2PtCU4,Education,other_education,2024-06-29T16:20:52.382Z,Yatırım 101,0.10916666666666666
UTY1IrPAFmA,Education,other_education,2024-06-29T16:17:29.662Z,Yatırım 101,0.105
h-LR98PnUu0,Education,other_education,2024-06-29T16:14:26.306Z,Yatırım 101,0.09333333333333334
ddCRp52crZs,Education,other_education,2024-06-29T16:09:13.364Z,Yatırım 101,0.17333333333333334
wN89M8Bd2gI,Education,financial_education,2024-06-27T00:16:14.601Z,Yatırım 101,0.07555555555555556
0kFaZyMOhGI,Education,finance_market,2024-06-14T00:19:52.990Z,Yatırım 101,0.245
xKPbpfx3CAs,Gaming,minecraft,2024-06-29T14:04:10.364Z,Doğukan Adal [Tvo],0.5491666666666667
zuegQmMdy8M,Education,programming,2024-01-27T15:47:04.766Z,freeCodeCamp.org,3.789722222222222
FgS5DEMg8K0,Education,programming,2024-06-29T12:37:46.527Z,The Hanoi Chamomile,2.03
ArwcHjmsw3A,Entertainment,highlights,2024-03-08T21:20:20.876Z,Relaxing White Noise,10.0
seNeUVVWaEw,Music,other,2024-06-29T11:32:36.521Z,Nik Nocturnal,0.1486111111111111
unF4PuznSzw,Music,other,2024-06-27T17:16:28.303Z,SUMERIAN,0.05583333333333333
5kL7AyqX3V8,Education,finance_market,2024-06-21T20:37:13.538Z,FIN[SYS],0.43666666666666665
t45RDhPcMCk,People & Blogs,other_people_blogs,2024-06-28T14:51:40.595Z,Cem Işık,1.9030555555555555
CDGzLebgUJ4,People & Blogs,other_people_blogs,2024-06-28T12:21:19.188Z,Cem Işık,3.593611111111111
84wWs4fQm3U,Gaming,minecraft,2024-06-28T11:04:40.833Z,Adal,0.31
pw3oSDABg-w,Gaming,other_gaming,2024-06-28T10:50:22.111Z,saniye hanim,0.23166666666666666
CCUr2pNJft4,Music,other,2024-06-28T08:48:40.867Z,Taylor Swift,0.07444444444444444
EVbtjaWXQVg,Music,other,2024-06-28T08:48:30.045Z,Taylor Swift,0.07388888888888889
b7kmP1fsGg8,Music,other,2024-06-28T08:44:19.176Z,Taylor Swift,0.0636111111111111
wRKXAAV6jh4,Music,other,2024-06-28T08:43:45.867Z,Taylor Swift,0.058055555555555555
8OOC4OTncvo,Gaming,other_gaming,2024-05-10T17:10:30.633Z,saniye hanim,0.2747222222222222
fWptOzJI3Wc,Howto & Style,other,2024-06-22T18:34:57.438Z,Tom Peto Training,0.5158333333333334
ev_vPbqUlZs,Music,other,2024-06-27T13:58:57.346Z,SUMERIAN,0.05388888888888889
4a8CogWA3-Y,Music,other,2024-05-14T09:04:07.267Z,SUMERIAN,0.06916666666666667
0JufVksqW9Q,Entertainment,reactions,2024-06-27T13:51:31.326Z,Rykerroad,0.16361111111111112
0gZ26WKNhlc,Music,other,2024-06-27T13:50:49.737Z,Charlie Coe,0.06861111111111111
3gDp4EvMmmY,Music,other,2024-06-25T10:52:14.719Z,Lindsey Raye Ward ,0.06833333333333333
t8_8OhKo5SE,Music,other,2024-06-25T10:51:46.366Z,Mapex Drums,0.07333333333333333
80dyWJf-SS0,Music,other,2024-06-27T13:46:13.117Z,Leighton Smith,0.06805555555555555
gu0r0Ij6KFc,People & Blogs,other_people_blogs,2024-06-27T13:45:46.311Z,LEVINEDRUMS,0.0661111111111111
ob3VDT4USGE,Education,finance_market,2024-06-27T12:47:26.041Z,Yatırım 101,0.23083333333333333
pPEKVBNKQcw,News & Politics,other,2024-06-27T11:02:41.691Z,Yatırım Finansman,0.7858333333333334
hIED-QTmnFc,Education,other_education,2024-06-27T02:20:26.189Z,Yatırım 101,0.06583333333333333
o2HFF2YYyAc,Education,finance_market,2024-06-27T02:19:27.642Z,Yatırım 101,0.2388888888888889
hn11KQnZnWg,Education,finance_market,2024-06-26T18:39:26.926Z,Yatırım 101,0.21305555555555555
SOudtzUkihs,Education,other_education,2024-06-27T00:13:57.726Z,Yatırım 101,0.07583333333333334
D-GjP2t98C8,Education,financial_education,2024-06-27T00:11:56.942Z,Yatırım 101,0.06694444444444445
F5RPYD0J4JE,Education,other_education,2024-06-27T00:09:47.878Z,Yatırım 101,0.07166666666666667
OIxm-Ng_OUs,Education,other_education,2024-06-27T00:07:48.081Z,Yatırım 101,0.06138888888888889
k6LXN9w34VE,Education,other_education,2024-06-27T00:04:23.517Z,Yatırım 101,0.12
D6n8JoyNmTE,Education,other_education,2024-06-24T20:24:53.542Z,Yatırım 101,0.06444444444444444
325j2mMkALs,Education,finance_market,2024-03-15T12:53:56.391Z,Yatırım 101,0.3238888888888889
oM-zwv-1rlQ,Education,exam_prep,2024-06-26T23:51:41.594Z,Psych2Go,0.08166666666666667
x4F8Yz8L-18,Sports,other,2024-06-26T23:46:13.166Z,TRT SPOR,0.09388888888888888
m-XXKrq_yT8,Education,finance_market,2024-05-26T19:59:54.629Z,Yatırım 101,0.355
p2G02FVy9MU,Education,finance_market,2024-06-26T09:43:57.148Z,Yatırım 101,0.17916666666666667
VisIpyvay_M,Gaming,streaming,2024-06-25T16:39:28.498Z,Bokoen1,0.22333333333333333
8JVTiFaHmKE,Education,finance_market,2024-06-25T14:06:32.533Z,Yatırım 101,0.1988888888888889
UqDCuGae1hU,Gaming,minecraft,2024-06-25T12:32:48.801Z,kasser,0.19444444444444445
kYFmsduIrTg,Gaming,minecraft,2024-06-25T12:27:57.460Z,Asymmetrics,0.2
bqcSZIzgvHI,Music,other,2024-06-25T10:57:31.597Z,Brenton Johnston Music,0.06833333333333333
8NCp5tU_hOA,Music,other,2024-06-25T10:57:28.432Z,Josey Stines,0.07111111111111111
dxjAaXLDmjo,Music,other,2024-05-24T07:40:29.771Z,RickHardcore,0.06777777777777778
tVTyTHdixBE,Music,other,2024-06-25T10:29:49.167Z,Nik Nocturnal,0.2336111111111111
1TITp71ZsmU,Comedy,other,2024-06-25T10:28:52.294Z,MIKEY & WYATT,0.06916666666666667
dXIyMS61B68,Music,other,2024-06-24T21:59:52.541Z,Tim Janis,11.915833333333333
ff5lO8TkVX8,Music,other,2022-12-02T19:26:01.939Z,Music chill,21.7175
S4kHqVPuO6Y,Education,other_education,2024-06-24T20:23:15.632Z,Yatırım 101,0.05416666666666667
u9o_3cbxlzc,Education,other_education,2024-06-24T20:21:27.205Z,Yatırım 101,0.05722222222222222
ahQ6NsQiM8w,Education,other_education,2024-06-24T20:20:35.133Z,Yatırım 101,0.02666666666666667
nrYVUIkShwQ,Education,other_education,2024-06-24T20:16:47.403Z,Yatırım 101,0.07166666666666667
SpWIFLSM8EY,Education,other_education,2024-06-24T20:15:26.256Z,Yatırım 101,0.04472222222222222
1OJJyOniwcg,Education,other_education,2024-06-24T20:13:03.545Z,Yatırım 101,0.07555555555555556
5kv7OGnAUDg,Education,other_education,2024-06-24T20:10:50.214Z,Yatırım 101,0.07388888888888889
mj3T_xe_9io,Education,other_education,2024-06-24T20:09:45.417Z,Yatırım 101,0.03138888888888889
YfJnap6SYHs,Education,other_education,2024-06-24T19:55:42.666Z,Yatırım 101,0.025555555555555557
r4NJGk941sk,Education,other_education,2024-06-24T19:53:54.534Z,Yatırım 101,0.059722222222222225
y6IQDzVSLEw,Education,other_education,2024-06-24T19:49:23.180Z,Yatırım 101,0.15055555555555555
vM8XnctSerg,Education,finance_market,2024-06-24T19:46:19.948Z,Yatırım 101,0.10166666666666667
qOl33jjqeQ4,Education,other_education,2024-06-24T19:44:58.414Z,Yatırım 101,0.04027777777777778
-KgSOuuN5Es,Education,exam_prep,2024-06-24T19:43:24.630Z,Yatırım 101,0.051666666666666666
K_Cx13ZsA_w,Education,other_education,2024-06-24T19:42:01.821Z,Yatırım 101,0.04583333333333333
84S-I5JXheA,Education,other_education,2024-06-23T13:28:28.756Z,Yatırım 101,0.03194444444444444
rZi7l4H6hOY,Education,finance_market,2024-06-24T19:32:19.634Z,Yatırım 101,0.23
O_aU5yewDSk,Music,other,2024-06-24T10:41:52.802Z,Poll Production,0.07166666666666667
zWIPIdnIeEg,Education,financial_education,2024-06-24T08:50:02.060Z,GetSmarter,0.021944444444444444
kkz9101wuQc,Gaming,minecraft,2024-06-24T08:01:41.274Z,Adal,0.39416666666666667
RFSS01VxlFo,Sports,other,2024-06-24T01:35:39.721Z,Conor O'Keefe,0.5858333333333333
MEhFXREOKm4,Music,other,2024-06-24T00:29:28.035Z,Nik Nocturnal,0.21305555555555555
sKJBx4n350g,Gaming,minecraft,2024-06-23T16:14:30.445Z,Adal,0.25277777777777777
TYAGyI-QDyA,Education,other_education,2024-06-23T13:25:38.048Z,Yatırım 101,0.09472222222222222
AAukybRdzvA,Education,other_education,2024-06-23T13:24:27.906Z,Yatırım 101,0.03888888888888889
SAeDAPkFO44,Education,exam_prep,2024-06-23T13:21:07.656Z,Yatırım 101,0.1111111111111111
18bzrLNKrD8,Education,other_education,2024-06-23T13:14:09.514Z,Yatırım 101,0.18888888888888888
T7a6IVqU0RQ,Education,other_education,2024-06-23T13:10:50.313Z,Yatırım 101,0.11027777777777778
tO9kuXJBCBM,Education,other_education,2024-06-21T16:55:18.534Z,Yatırım 101,0.1272222222222222
NhkfbbZ0XIo,Education,other_education,2023-09-13T11:30:13.957Z,Yatırım 101,0.0425
ZAK7xTZRTtU,Education,finance_market,2024-06-23T12:26:09.807Z,Yatırım 101,0.4
Pr7x6LAn2Vo,Education,finance_market,2024-06-23T12:16:23.885Z,Yatırım 101,0.31555555555555553
P2SSIvW4uPI,Entertainment,other_entertainment,2023-07-25T10:14:22.322Z,HUGOLA,0.5972222222222222
3r0XzOztUHI,Entertainment,other_entertainment,2024-06-22T23:02:28.915Z,Porçay,0.3908333333333333
Wht2retMJpc,Education,exam_prep,2024-06-22T23:02:22.291Z,Evrim Ağacı,0.015555555555555555
-388YVdK9ug,People & Blogs,other_people_blogs,2024-06-21T18:52:32.116Z,fastgoll,0.0044444444444444444
jerwxWT5Qlo,Music,other,2024-06-22T12:27:57.457Z,Mathieux Davis,0.07277777777777777
QPwEyYNF-EQ,Howto & Style,other,2024-06-22T18:35:22.364Z,Tom Peto Training,0.4963888888888889
XX1-nL9oM2E,Howto & Style,other,2024-06-22T18:35:08.349Z,Tom Peto Training,0.24916666666666668
aufQbNxmBMg,Howto & Style,other,2024-06-22T18:34:09.074Z,Tom Peto Training,0.5261111111111111
BGXGdUj93BM,People & Blogs,personal_vlogs,2024-06-22T18:32:57.111Z,재호 - Fitness,0.2461111111111111
Kb9lG_P9Q1g,People & Blogs,other_people_blogs,2024-06-22T18:31:44.123Z,Asrınçağ Özdemir,0.41444444444444445
ACQdWIm0dmI,People & Blogs,other_people_blogs,2024-06-22T17:51:17.695Z,emin,0.008611111111111111
0f3iG3t1lZk,People & Blogs,other_people_blogs,2024-06-22T15:33:32.783Z,Mikabrawls_💫,0.0033333333333333335
o6lAav4AecA,Gaming,strategy,2024-06-22T12:27:40.191Z,iSorrowproductions,0.26166666666666666
Mx4tvFNm9xo,Entertainment,other_entertainment,2024-06-22T11:40:21.336Z,Tarihe Geçsin,0.20777777777777778
oMSDhwnG0Bg,Science & Technology,other,2024-06-22T10:40:08.498Z,DEV19,0.24555555555555555
kF7U1zlletc,Music,other,2024-06-22T10:28:56.014Z,Metallica - Topic,0.13777777777777778
aEW72lxkpKs,Education,finance_market,2024-06-21T20:36:49.760Z,Yatırım 101,0.005277777777777778
dPXQoMlN6pI,Education,other_education,2024-06-21T16:50:07.596Z,Yatırım 101,0.16916666666666666
YLW1vKSaZ9g,Education,other_education,2024-06-21T16:48:45.099Z,Yatırım 101,0.03916666666666667
nmqigMrd3WU,Education,other_education,2024-06-21T16:46:19.819Z,Yatırım 101,0.08027777777777778
m57FerVHTzc,Education,other_education,2024-06-21T16:43:59.306Z,Yatırım 101,0.07777777777777778
nP95m9cUVGA,Education,other_education,2024-06-21T16:42:01.712Z,Yatırım 101,0.065
thXRev1JzPg,Education,financial_education,2024-06-21T16:39:15.207Z,Yatırım 101,0.09222222222222222
Nb_Q8Aay4Ew,Education,other_education,2024-06-21T16:37:46.759Z,Yatırım 101,0.04888888888888889
6q93h86OzgU,Education,other_education,2024-06-21T16:36:56.645Z,Yatırım 101,0.023055555555555555
98Q-5WQS7LY,Education,finance_market,2024-06-21T16:27:39.406Z,Yatırım 101,0.29444444444444445
Sx_2vItxhXo,Sports,other,2024-06-18T21:36:57.415Z,TRT SPOR,0.16916666666666666
9TCBdzHzeHY,Gaming,strategy,2024-06-17T22:30:32.116Z,Bokoen1,0.17166666666666666
y0S5799XDZA,Music,other,2024-06-20T20:32:00.740Z,Canozan - Topic,0.060833333333333336
ZGzqZ7_htDY,Education,finance_market,2024-06-20T18:49:14.327Z,Yatırım 101,0.5636111111111111
aG7ZGTlNVSE,Education,finance_market,2024-06-20T18:41:34.523Z,Yatırım 101,0.21444444444444444
U2W173hRfyA,Music,other,2024-05-05T09:40:30.223Z,Taylor Swift,0.09583333333333334
pynIgrCIYsY,News & Politics,other,2024-06-20T11:09:32.856Z,CGTN,0.002777777777777778
xzIFqUCy-GA,Education,finance_market,2024-06-17T21:56:04.644Z,Yatırım 101,0.30333333333333334
